CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA,Location Point1
40392872,MOLLY'S,Manhattan,287,3 AVENUE,10010,2128893361,Irish,01/05/2022,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,29,,,10/09/2024,Cycle Inspection / Initial Inspection,40.738373862011,-73.983465650986,106,02,006400,1019650,1009030003,MN21,
41431222,ANGELINA'S RISTORANTE,Staten Island,4446,MAIN STREET,,7182272900,Italian,04/27/2022,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12,A,04/27/2022,10/09/2024,Cycle Inspection / Initial Inspection,0,0,,,,,5,,
50057386,CHOW HOUSE,Manhattan,181,BLEECKER STREET,10012,6463582779,Chinese,03/11/2024,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,35,Z,03/11/2024,10/09/2024,Cycle Inspection / Re-inspection,40.7290154029,-74.000873144553,102,01,006500,1008713,1005400040,MN23,
50131110,"KPOT KOREAN BBQ & HOT POT (ON 2ND FL, BAY PLAZA MALL)",Bronx,200,BAYCHESTER AVENUE,10475,7186849172,Korean,03/16/2023,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,43,,,10/09/2024,Pre-permit (Operational) / Initial Inspection,40.865905409786,-73.830429747919,210,12,046201,2120098,2051410006,BX13,
50036745,WILDAIR,Manhattan,140-142,ORCHARD ST,10002,6469645624,American,03/17/2023,Violations were cited in the following area(s).,06A,Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required.  Jewelry worn on hands or arms.  Fingernail polish worn or fingernails not kept clean and trimmed.,Critical,24,,,10/09/2024,Cycle Inspection / Initial Inspection,40.720083428488,-73.989213425668,103,01,001800,1005309,1004100011,MN27,
50141618,DIM SUM KING & BAKERY,Brooklyn,2480,86 STREET,11214,7188726086,Chinese,03/08/2024,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,40,,,10/09/2024,Cycle Inspection / Initial Inspection,40.598168449423,-73.987623577637,311,43,030000,3185638,3068660045,BK29,
50089255,DUNKIN',Manhattan,730,COLUMBUS AVENUE,10025,2122803396,Donuts,12/08/2023,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,11,A,12/08/2023,10/09/2024,Cycle Inspection / Initial Inspection,40.792620635885,-73.96770961573,107,07,018100,1082743,1012260029,MN12,
50128515,MCDONALDS,Queens,9118,BEACH CHANNEL DR,11693,5165870171,Hamburgers,01/03/2023,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,13,A,01/03/2023,10/09/2024,Pre-permit (Operational) / Initial Inspection,40.588906539537,-73.816467630105,414,32,094202,4303337,4161090031,QN12,
50140248,KOBA,Manhattan,460,PARK AVENUE SOUTH,10016,6469520096,Korean,02/16/2024,Violations were cited in the following area(s).,10D,"Mechanical or natural ventilation not provided, inadequate, improperly installed, in disrepair or fails to prevent and control excessive build-up of grease, heat, steam condensation, vapors, odors, smoke or fumes.",Not Critical,11,A,02/16/2024,10/09/2024,Pre-permit (Operational) / Initial Inspection,40.745084709851,-73.98280354871,105,02,007400,1016967,1008600045,MN17,
50013497,KALAMAKI GR,Queens,2906,172ND ST,11358,7189391616,Greek,08/25/2022,Violations were cited in the following area(s).,04A,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,Critical,36,,,10/09/2024,Cycle Inspection / Initial Inspection,40.770019836155,-73.793257958113,407,19,114100,4458176,4049340006,QN51,
50077411,MISTER CHICKEN II,Queens,4464,21ST ST,11101,3473306382,Chicken,06/11/2024,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,04M,Live roaches in facility's food or non-food area.,Critical,49,,,10/09/2024,Cycle Inspection / Initial Inspection,40.747810498002,-73.947462951347,402,26,000700,4000453,4000520048,QN31,
50041401,FUSION EAST,Brooklyn,1165,ELTON STREET,11239,7189755065,Caribbean,04/05/2023,Violations were cited in the following area(s).,09C,"Design, construction, materials used or maintenance of food contact surface improper.  Surface not easily cleanable, sanitized and maintained.",Not Critical,13,A,04/05/2023,10/09/2024,Cycle Inspection / Initial Inspection,40.656052886847,-73.873720410038,305,42,107000,3398621,3044527501,BK82,
50000197,MAIDEN LANE,Manhattan,162,AVENUE B,10009,6467558911,American,06/13/2023,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,38,C,06/13/2023,10/09/2024,Cycle Inspection / Re-inspection,40.727059349657,-73.979773949681,103,02,003400,1005141,1004040033,MN22,
50099645,NEW YORK NOODLE KING,Queens,13335,ROOSEVELT AVE,11354,9176079188,Chinese,08/10/2022,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,0,,,10/09/2024,Cycle Inspection / Initial Inspection,40.758501995257,-73.833241808988,407,20,087100,4112276,4049730016,QN22,
50119761,SWEETFISH,Brooklyn,1212,AVENUE Z,11235,7186767878,Seafood,09/11/2024,Violations were cited in the following area(s).,02H,"After cooking or removal from hot holding, TCS food not cooled by an approved method whereby the internal temperature is reduced from 140 °F to 70 °F or less within 2 hours, and from 70 °F to 41 °F or less within 4 additional hours.",Critical,57,,,10/09/2024,Cycle Inspection / Initial Inspection,40.587580159349,-73.957735320661,315,48,060600,3204884,3074560001,BK17,
50106693,2020 SABORES LATINOS REST & BAKERY,Queens,12404,JAMAICA AVE,11418,3475714461,Latin American,04/06/2024,Violations were cited in the following area(s).,03B,"Shellfish not from approved source, not or improperly tagged/labeled; tags not retained for 90 days.",Critical,25,B,04/06/2024,10/09/2024,Cycle Inspection / Re-inspection,40.700807697933,-73.826368412545,409,29,014201,4196067,4093330002,QN54,
50052392,NEW YORK BURGER CO.,Manhattan,470,WEST   23 STREET,10011,2122550400,American,11/16/2022,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12,A,11/16/2022,10/09/2024,Cycle Inspection / Re-inspection,40.747257061181,-74.00317594384,104,03,009300,1078457,1007200082,MN13,
41602165,JO JO PIZZA,Bronx,1545A,WESTCHESTER AVENUE,10472,7183786588,Pizza,02/24/2022,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,29,,,10/09/2024,Cycle Inspection / Initial Inspection,40.828686674583,-73.87794809244,209,18,005400,2000000,2037740006,BX08,
41630095,DUNKIN,Queens,10227,ROOSEVELT AVENUE,11368,7184242592,Donuts,12/28/2022,Violations were cited in the following area(s).,06C,"Food, supplies, and equipment not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,26,,,10/09/2024,Cycle Inspection / Initial Inspection,40.749769945621,-73.863696266331,403,21,040700,4044371,4017700040,QN26,
50009013,PARK ASIA RESTAURANT,Brooklyn,801,66 STREET,11220,7188331688,Chinese,06/14/2024,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,23,,,10/09/2024,Cycle Inspection / Initial Inspection,40.631813973534,-74.012836633818,310,38,012000,3142128,3057490001,BK34,
50080323,IMMANUEL RESTAURANT,Brooklyn,799,STANLEY AVENUE,11207,7182723210,Latin American,06/02/2022,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,13,A,06/02/2022,10/09/2024,Cycle Inspection / Initial Inspection,40.661246754576,-73.879506349652,305,42,111600,3097716,3043590028,BK82,
50087474,MARINARA,Manhattan,483,AMSTERDAM AVENUE,10024,9172658780,Pizza,06/12/2023,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,21,,,10/09/2024,Cycle Inspection / Initial Inspection,40.785867903175,-73.976325444157,107,06,016900,1032106,1012140002,MN12,
50078597,STELLA AND FLY,Manhattan,1705,1 AVENUE,10128,6466783947,Coffee/Tea,08/12/2022,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,48,,,10/09/2024,Cycle Inspection / Initial Inspection,40.778371011793,-73.948290876839,108,05,014602,1050078,1015510026,MN32,
50146570,STARBUCKS COFFEE #70726,Manhattan,1,PENN PLAZA,10119,2126159700,Coffee/Tea,08/07/2024,Violations were cited in the following area(s).,20-08,Failure to post or conspicuously post healthy eating information,Not Critical,,,,10/09/2024,Administrative Miscellaneous / Initial Inspection,40.751091318302,-73.992925898182,105,03,010100,1014387,1007830070,MN17,
50137494,IRVING FARM NEW YORK,Manhattan,645,5TH AVE,10022,2125060707,Coffee/Tea,06/28/2023,Violations were cited in the following area(s).,04A,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,Critical,44,,,10/09/2024,Pre-permit (Operational) / Initial Inspection,40.759125767491,-73.976407179257,105,04,010200,1035481,1012877501,MN17,
50093419,SUNNY SUSHI & POKE,Manhattan,1457,3 AVENUE,10028,2125850300,Japanese,04/06/2023,Establishment re-opened by DOHMH.,04M,Live roaches in facility's food or non-food area.,Critical,12,Z,04/06/2023,10/09/2024,Cycle Inspection / Reopening Inspection,40.776433572102,-73.955708590359,108,05,013800,1081259,1015280001,MN32,
50109998,BAYA BAR,Manhattan,232,MULBERRY STREET,10012,6466697170,"Juice, Smoothies, Fruit Salads",11/16/2021,Violations were cited in the following area(s).,10I,"Single service item reused, improperly stored, dispensed; not used when required.",Not Critical,11,A,11/16/2021,10/09/2024,Pre-permit (Operational) / Initial Inspection,40.722647477819,-73.995977426469,102,01,004300,1007487,1004940005,MN24,
50088045,KING CRAB HOUSE,Queens,13511,40TH RD,11354,9296668864,Chinese,04/24/2023,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,32,,,10/09/2024,Cycle Inspection / Initial Inspection,40.758862489181,-73.830132981384,407,20,087100,4534330,4050367501,QN22,
41279509,THE HAPPIEST HOUR,Manhattan,121,WEST   10 STREET,10011,2122432827,American,01/10/2024,Violations were cited in the following area(s).,08C,"Pesticide not properly labeled or used by unlicensed individual. Pesticide, other toxic chemical improperly used/stored. Unprotected, unlocked bait station used.",Not Critical,18,,,10/09/2024,Cycle Inspection / Initial Inspection,40.734735495954,-73.999646382066,102,03,007100,1010518,1006060004,MN23,
50081416,GREEDY POT,Manhattan,1944,ADAM CLAYTON POWELL JR BOULEVARD,,9176757676,Soul Food,02/09/2023,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,7,A,02/09/2023,10/09/2024,Cycle Inspection / Re-inspection,0,0,,,,,1,,
50062740,SARITAS BAKERY,Queens,9412,CORONA AVE,11373,7184434414,Bakery Products/Desserts,05/23/2023,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,7,A,05/23/2023,10/09/2024,Cycle Inspection / Initial Inspection,40.742294525792,-73.869554203576,404,25,046100,4046346,4018770001,QN29,
50118931,MOMOYA SOHO,Manhattan,47,PRINCE STREET,10012,6464299315,Japanese,10/20/2022,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,20,B,10/20/2022,10/09/2024,Pre-permit (Operational) / Re-inspection,40.72341326198,-73.995815032179,102,01,004300,1089679,1005100025,MN24,
50068860,IRVING FARM NEW YORK,Manhattan,78,WEST    3 STREET,10012,2122060707,Coffee/Tea,02/21/2023,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,13,A,02/21/2023,10/09/2024,Cycle Inspection / Initial Inspection,40.729729038157,-73.998722741758,102,02,006500,1008676,1005390021,MN23,
41377172,GOLDEN FUNG WONG BAKERY,Manhattan,41,MOTT STREET,10013,6465968341,Bakery Products/Desserts,04/30/2024,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,20,,,10/09/2024,Cycle Inspection / Initial Inspection,40.715148836314,-73.998784346026,103,01,002900,1001817,1001640030,MN27,
41409441,GOLDEN STEAMER,Manhattan,143,MOTT STREET,10013,2122261886,Bakery Products/Desserts,11/15/2022,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,23,B,11/15/2022,10/09/2024,Cycle Inspection / Re-inspection,40.718681310365,-73.996645049413,102,01,004100,1079581,1002370019,MN24,
50067605,DACTA BIRD,Brooklyn,1553,RALPH AVENUE,11236,3477029106,Caribbean,05/13/2022,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,0,,,10/09/2024,Cycle Inspection / Initial Inspection,40.639188974844,-73.919343258901,318,45,095000,3222457,3079570023,BK50,
50139167,CARNATION RESTAURANT,Brooklyn,2310,86 STREET,11214,7182101780,Chinese,07/24/2023,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,8,,,10/09/2024,Pre-permit (Non-operational) / Initial Inspection,40.600394811903,-73.991325051085,311,47,030000,3185416,3068610042,BK29,
50136137,POPEYES,Bronx,360,BAYCHESTER AVENUE,10475,3477017760,Chicken,09/18/2024,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,13,,,10/09/2024,Pre-permit (Operational) / Reopening Inspection,40.868146592388,-73.831436384477,210,12,046201,2101227,2051411150,BX13,
50144830,BAYA BAR,Manhattan,323,BLEECKER STREET,10014,9172612969,"Juice, Smoothies, Fruit Salads",02/01/2024,Violations were cited in the following area(s).,10A,"Toilet facility not maintained or provided with toilet paper, waste receptacle or self-closing door.",Not Critical,9,A,02/01/2024,10/09/2024,Pre-permit (Operational) / Initial Inspection,40.73318462987,-74.004138676473,102,03,007300,1010193,1005910043,MN23,
41610749,MUDSPOT,Manhattan,307,EAST    9 STREET,10003,2125298766,American,02/22/2023,Violations were cited in the following area(s).,04M,Live roaches in facility's food or non-food area.,Critical,20,B,02/22/2023,10/09/2024,Cycle Inspection / Re-inspection,40.728992686719,-73.986783771014,103,02,004000,1077567,1004510001,MN22,
50070157,A-POU'S TASTE,Brooklyn,963,GRAND STREET,11211,7183888111,Asian/Asian Fusion,12/22/2022,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,36,C,12/22/2022,10/09/2024,Cycle Inspection / Re-inspection,40.71307791197,-73.936026846517,301,34,048100,3070478,3029240044,BK90,
50106099,DQ Pizzeria,Bronx,2519C,WEBSTER AVE,10458,9179437902,Pizza,04/22/2024,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,10,A,04/22/2024,10/09/2024,Cycle Inspection / Re-inspection,40.861313495558,-73.891774134364,205,15,039902,,2,BX05,
50103099,FRANGOS PERI PERI,Queens,23316,HILLSIDE AVE,11427,3478078023,Portuguese,08/30/2022,Violations were cited in the following area(s).,04M,Live roaches in facility's food or non-food area.,Critical,12,A,08/30/2022,10/09/2024,Cycle Inspection / Initial Inspection,40.733433838568,-73.736530538503,413,23,130100,4438354,4079420008,QN43,
50015146,NUTRICION ACTIVA,Queens,101-26,39 AVENUE,11368,3478560447,"Juice, Smoothies, Fruit Salads",04/29/2022,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,13,A,04/29/2022,10/09/2024,Cycle Inspection / Initial Inspection,40.750434348346,-73.863839269834,403,21,040700,4442974,4017700047,QN26,
41482441,GOLDEN MANNA BAKERY,Manhattan,16,BOWERY ST,10013,2122748816,Bakery Products/Desserts,03/07/2023,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,18,B,03/07/2023,10/09/2024,Cycle Inspection / Re-inspection,40.714484574584,-73.997200777311,103,01,002900,1001717,1001620054,MN27,
50139330,BURP BOWL,Manhattan,246,EAST   45 STREET,10017,6462401403,Chinese,03/25/2024,Violations were cited in the following area(s).,06A,Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required. Jewelry worn on hands or arms. Fingernail polish worn or fingernails not kept clean and trimmed.,Critical,13,A,03/25/2024,10/09/2024,Pre-permit (Operational) / Re-inspection,40.752227190213,-73.971977414528,106,04,009000,1037576,1013180030,MN19,
41348061,"DUNKIN',' BASKIN ROBBINS",Manhattan,1225,1 AVENUE,10065,2127345465,Donuts,10/05/2023,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,10,A,10/05/2023,10/09/2024,Cycle Inspection / Initial Inspection,40.764129940695,-73.958687788924,108,05,011800,1044741,1014410023,MN31,
50148317,ROYAL CROWN CHICKEN AND PIZZA,Brooklyn,152,ROCKAWAY AVENUE,11233,3473658732,Chicken,08/15/2024,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests  in  establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,87,,,10/09/2024,Pre-permit (Operational) / Initial Inspection,40.677947165915,-73.910791386279,316,41,030100,3042207,3015510056,BK79,
50107589,HERO THAI & IZAKAYA,Queens,3416,BROADWAY,11106,7189328826,Thai,01/04/2023,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,26,,,10/09/2024,Cycle Inspection / Initial Inspection,40.760738096207,-73.922790825417,401,22,005900,4008867,4006220147,QN70,
40602866,STARBUCKS,Manhattan,444,COLUMBUS AVENUE,10024,2127692296,Coffee/Tea,07/08/2024,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,4,A,07/08/2024,10/09/2024,Cycle Inspection / Initial Inspection,40.783476805391,-73.974376358687,107,06,016500,1032052,1012127501,MN12,
50105599,Double Dragon,Bronx,182,EAST  166 STREET,10456,9176785399,Chinese,10/31/2023,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,9,A,10/31/2023,10/09/2024,Cycle Inspection / Re-inspection,40.831591096943,-73.918841714369,204,16,018102,2002727,2024560008,BX14,
50000786,DUNKIN,Brooklyn,873,FLATBUSH AVENUE,11226,7189400080,Donuts,10/12/2023,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,12,A,10/12/2023,10/09/2024,Cycle Inspection / Initial Inspection,40.65079568523,-73.958805087084,314,40,079602,3328179,3050890105,BK60,
50119749,LONDON TANDOORI,Brooklyn,524,METROPOLITAN AVENUE,11211,6467243983,Indian,04/17/2024,Violations were cited in the following area(s).,04A,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,Critical,16,,,10/09/2024,Cycle Inspection / Initial Inspection,40.714051528907,-73.951194281011,301,34,051300,3068772,3027610012,BK73,
50112623,PETIT CHOU,Manhattan,229,1 AVENUE,10003,9175730665,Bakery Products/Desserts,05/23/2024,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,23,,,10/09/2024,Cycle Inspection / Initial Inspection,40.731026030286,-73.982803582594,103,02,004000,1006525,1004550037,MN22,
50087067,CHAWLAS 2,Queens,13119,ROCKAWAY BLVD,11420,7188801766,Indian,04/11/2024,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,17,,,10/09/2024,Cycle Inspection / Initial Inspection,40.674866156113,-73.807091230063,410,28,018000,4253038,4116950015,QN55,
50148794,SUBWAY,Bronx,440,EAST FORDHAM ROAD,10458,9173785700,Sandwiches,08/05/2024,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,16,N,,10/09/2024,Pre-permit (Operational) / Initial Inspection,40.86098800174,-73.890071894881,206,15,038700,2088325,2030330053,BX06,
40594214,MAGGIE MAYS,Queens,21422,41 AVENUE,11361,7182249898,American,03/08/2022,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12,A,03/08/2022,10/09/2024,Cycle Inspection / Initial Inspection,40.763660877947,-73.770499110388,411,19,112300,4138311,4062900023,QN46,
50137013,WALKING TEA,Manhattan,1165,2 AVENUE,10065,7188018289,Other,08/23/2023,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12,A,08/23/2023,10/09/2024,Pre-permit (Operational) / Initial Inspection,40.762075677231,-73.963277166387,108,04,011000,1043795,1014160023,MN31,
50134359,BAO & PANCAKE,Queens,4141,KISSENA BLVD,11355,6462151156,Chinese,01/18/2024,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,29,,,10/09/2024,Cycle Inspection / Initial Inspection,40.757918590438,-73.828489413868,407,20,085300,4309526,4050447501,QN22,
50098523,THE GALLEY,Brooklyn,63,FLUSHING AVENUE,11205,9294800526,American,07/16/2024,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,32,,,10/09/2024,Cycle Inspection / Initial Inspection,40.698013257962,-73.974986348464,302,33,054300,3335129,3020230001,BK99,
40389681,VILLA MONTE RESTAURANT & PIZZERIA,Staten Island,7001,AMBOY ROAD,10307,7189849886,Pizza,03/22/2023,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,13,,,10/09/2024,Cycle Inspection / Initial Inspection,40.515842237008,-74.233502136328,503,51,024800,5088658,5080080014,SI11,
50134251,PIZZA HUT,Bronx,213,WEST  230 STREET,10463,4692840850,Pizza,01/29/2024,Violations were cited in the following area(s).,04A,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,Critical,17,,,10/09/2024,Pre-permit (Operational) / Initial Inspection,40.877213348368,-73.907044302187,208,11,028900,2083133,2057000078,BX29,
50041630,BANH MI ZON,Manhattan,443,EAST    6 STREET,10009,6465246384,Asian/Asian Fusion,02/06/2024,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,36,,,10/09/2024,Cycle Inspection / Initial Inspection,40.725981480871,-73.985168044512,103,02,003200,1005813,1004340136,MN22,
50073062,SLICED BY HARLEM PIZZA,Manhattan,1215,AMSTERDAM AVENUE,10027,9177141411,Pizza,08/30/2022,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,0,,,10/09/2024,Cycle Inspection / Initial Inspection,40.809149594666,-73.959338868097,109,07,020701,1059514,1019620070,MN09,
50149041,DELLA VALLE RESTAURANT & BAR,Brooklyn,1238,PROSPECT AVENUE,11218,9298882927,Italian,09/24/2024,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,10,A,09/24/2024,10/09/2024,Pre-permit (Operational) / Initial Inspection,40.653010155892,-73.976145725881,307,39,050202,3122464,3052740021,BK40,
50145277,LA ESQUINA DEL SABOR,Queens,9901,NORTHERN BLVD,11368,7185140117,Latin American,04/02/2024,Violations were cited in the following area(s).,10D,"Mechanical or natural ventilation not provided, inadequate, improperly installed, in disrepair or fails to prevent and control excessive build-up of grease, heat, steam condensation, vapors, odors, smoke or fumes.",Not Critical,48,,,10/09/2024,Pre-permit (Operational) / Initial Inspection,40.757245024761,-73.869351552747,403,21,036300,4035120,4014290044,QN27,
41091113,EL JOBO RESTAURANT,Bronx,54,EAST  181 STREET,10453,7183677266,Latin American,03/14/2024,No violations were recorded at the time of this inspection.,,,Not Applicable,0,A,03/14/2024,10/09/2024,Cycle Inspection / Re-inspection,40.855264457348,-73.904562732154,205,14,024100,2013952,2031780031,BX41,
50046370,THE CHEESECAKE FACTORY,Queens,90-15,QUEENS BOULEVARD,11373,7186991212,American,05/06/2022,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,38,,,10/09/2024,Cycle Inspection / Initial Inspection,40.733840182011,-73.871577033806,404,25,068300,4045999,4018600100,QN29,
40365904,MEE SUM CAFE,Manhattan,26,PELL STREET,10013,2123495260,Coffee/Tea,06/20/2023,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,54,C,06/20/2023,10/09/2024,Cycle Inspection / Re-inspection,40.714860627928,-73.998199974185,103,01,002900,1001782,1001630009,MN27,
